,page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
10,1,11,,Questions for artificial intelligence in health care,https://jamanetwork.com/journals/jama/article-abstract/2718456,9G2YpMHSg-AJ,"TM Maddox, JS Rumsfeld, PRO Payne - Jama, 2019 - jamanetwork.com","… Artificial intelligence (AI) is gaining high visibility in the realm of health care innovation. Broadly defined, AI is a field of computer science that aims to mimic human intelligence with …",245,"https://scholar.google.com/scholar?cites=16178006015576927732&as_sdt=4000005&sciodt=0,18&hl=en&num=20",16178006015576927732,4.0,"https://scholar.google.com/scholar?cluster=16178006015576927732&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",16178006015576927732,,,
11,1,12,,Economic impacts of artificial intelligence (AI),https://policycommons.net/artifacts/1334867/economic-impacts-of-artificial-intelligence-ai/1940719/,vlu6w-XWnxgJ,M Szczepanski - 2019 - policycommons.net,… Artificial intelligence plays an increasingly important role in our lives and economy and is already having an impact on our world in many different ways. Worldwide competition to reap …,56,"https://scholar.google.com/scholar?cites=1774373060526889918&as_sdt=4000005&sciodt=0,18&hl=en&num=20",1774373060526889918,2.0,"https://scholar.google.com/scholar?cluster=1774373060526889918&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",1774373060526889918,,,
12,1,13,,"Designing, developing, and deploying artificial intelligence systems: Lessons from and for the public sector",https://www.sciencedirect.com/science/article/pii/S0007681319301582,p8J_r_U7aD0J,"KC Desouza, GS Dawson, D Chenok - Business Horizons, 2020 - Elsevier","Artificial intelligence applications in cognitive computing systems can be found in organizations across every market, including chatbots that help customers navigate websites, …",133,"https://scholar.google.com/scholar?cites=4424852560288924327&as_sdt=4000005&sciodt=0,18&hl=en&num=20",4424852560288924327,5.0,"https://scholar.google.com/scholar?cluster=4424852560288924327&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",4424852560288924327,PDF,qut.edu.au,https://eprints.qut.edu.au/157535/1/45693069.pdf
13,1,14,,Mapping the challenges of Artificial Intelligence in the public sector: Evidence from public healthcare,https://www.sciencedirect.com/science/article/pii/S0740624X17304781,27OsPBoAPAoJ,"TQ Sun, R Medaglia - Government Information Quarterly, 2019 - Elsevier","… adoption of Artificial Intelligence (AI) in the public sector is … in the adoption of AI in the public sector as perceived by key … groups of stakeholders (government policy-makers, hospital …",436,"https://scholar.google.com/scholar?cites=737464551669019611&as_sdt=4000005&sciodt=0,18&hl=en&num=20",737464551669019611,5.0,"https://scholar.google.com/scholar?cluster=737464551669019611&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",737464551669019611,PDF,cbs.dk,https://research-api.cbs.dk/ws/files/58401014/rony_medaglia_et_al_mapping_the_challenges_acceptedmanuscript.pdf
14,1,15,,Artificial intelligence for the public sector: opportunities and challenges of cross-sector collaboration,https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2017.0357,HcmUfIn9VDMJ,"SJ Mikhaylov, M Esteve… - … transactions of the …, 2018 - royalsocietypublishing.org",… Public sector organizations are increasingly interested in using data science and artificial intelligence capabilities to deliver policy and generate efficiencies in high-uncertainty …,124,"https://scholar.google.com/scholar?cites=3698859960920492317&as_sdt=4000005&sciodt=0,18&hl=en&num=20",3698859960920492317,14.0,"https://scholar.google.com/scholar?cluster=3698859960920492317&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",3698859960920492317,HTML,royalsocietypublishing.org,https://royalsocietypublishing.org/doi/full/10.1098/rsta.2017.0357
15,1,16,,Artificial intelligence and UK national security: policy considerations,https://nrl.northumbria.ac.uk/id/eprint/42963/,ivM-oaK23xQJ,"A Babuta, M Oswald, A Janjeva - 2020 - nrl.northumbria.ac.uk",RUSI was commissioned by GCHQ to conduct an independent research study into the use of artificial intelligence (AI) for national security purposes. The aim of this project is to …,39,"https://scholar.google.com/scholar?cites=1504121610171249546&as_sdt=4000005&sciodt=0,18&hl=en&num=20",1504121610171249546,3.0,"https://scholar.google.com/scholar?cluster=1504121610171249546&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",1504121610171249546,PDF,northumbria.ac.uk,https://nrl.northumbria.ac.uk/id/eprint/42963/1/ai_national_security_final_web_version.pdf
16,1,17,,"Artificial Intelligence for Education Policy in Wuhan City, China",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4061412,4cILEpVycEMJ,"C Campbell - IOP Conf. Series: Earth and Environmental Science, 2022 - papers.ssrn.com",The City Government of Bandung currently still lacks competent teachers. The distribution of teachers who have uneven competence in every junior high school (SMP). To …,156,"https://scholar.google.com/scholar?cites=4859509982511219425&as_sdt=4000005&sciodt=0,18&hl=en&num=20",4859509982511219425,,{},{},,,
17,1,18,,Addressing bias in artificial intelligence in health care,https://jamanetwork.com/journals/jama/article-abstract/2756196,mmDXsrKFRHEJ,"RB Parikh, S Teeple, AS Navathe - Jama, 2019 - jamanetwork.com",… Artificial intelligence and machine learning are limited by the quality of data on which they are … Artificial intelligence is also likely to incorrectly estimate risks for patients with missing data …,282,"https://scholar.google.com/scholar?cites=8161795427253313690&as_sdt=4000005&sciodt=0,18&hl=en&num=20",8161795427253313690,3.0,"https://scholar.google.com/scholar?cluster=8161795427253313690&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",8161795427253313690,,,
18,1,19,,"Artificial intelligence and the 'good society': the US, EU, and UK approach",https://link.springer.com/article/10.1007/s11948-017-9901-7,jBqvvwsQdjgJ,"C Cath, S Wachter, B Mittelstadt, M Taddeo… - Science and engineering …, 2018 - Springer","… artificial intelligence (AI). In this article, we provide a comparative assessment of these three reports in order to facilitate the design of policies favourable to the development of a ‘good …",552,"https://scholar.google.com/scholar?cites=4068456956022430348&as_sdt=4000005&sciodt=0,18&hl=en&num=20",4068456956022430348,16.0,"https://scholar.google.com/scholar?cluster=4068456956022430348&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",4068456956022430348,PDF,ox.ac.uk,https://ora.ox.ac.uk/objects/uuid:12f825d6-d2cc-41c9-b2a8-7456994a64da/download_file?safe_filename=AI%2Band%2Bthe%2BGood%2BSociety.pdf&file_format=application%2Fpdf&type_of_work=Journal+article
19,1,20,,Study on artificial intelligence: The state of the art and future prospects,https://www.sciencedirect.com/science/article/pii/S2452414X21000248,yK1OVygfRoQJ,"C Zhang, Y Lu - Journal of Industrial Information Integration, 2021 - Elsevier","… has attracted much attention from government, industry, and academia. In this … artificial intelligence are selected and explored. This study aims to provide a review of artificial intelligence …",231,"https://scholar.google.com/scholar?cites=9531339919500160456&as_sdt=4000005&sciodt=0,18&hl=en&num=20",9531339919500160456,,{},{},,,
20,2,1,,Artificial discretion as a tool of governance: a framework for understanding the impact of artificial intelligence on public administration,https://academic.oup.com/ppmg/article-abstract/2/4/301/5602198,m8i_EwWCclkJ,"MM Young, JB Bullock, JD Lecy - Perspectives on Public …, 2019 - academic.oup.com","… , the relationship of artificial intelligence to discretion is … artificial discretion (AD) as cases where artificial intelligence … on government practices, but neither names artificial intelligence as …",100,"https://scholar.google.com/scholar?cites=6445356975038384283&as_sdt=4000005&sciodt=0,18&hl=en&num=20",6445356975038384283,5.0,"https://scholar.google.com/scholar?cluster=6445356975038384283&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",6445356975038384283,PDF,researchgate.net,https://www.researchgate.net/profile/Jesse-Lecy/publication/336849707_Artificial_Discretion_as_a_Tool_of_Governance_A_Framework_for_Understanding_the_Impact_of_Artificial_Intelligence_on_Public_Administration/links/62dc7ace82bb4729929dde0c/Artificial-Discretion-as-a-Tool-of-Governance-A-Framework-for-Understanding-the-Impact-of-Artificial-Intelligence-on-Public-Administration.pdf
21,2,2,,An integrated artificial intelligence framework for public management,https://www.tandfonline.com/doi/abs/10.1080/14719037.2018.1549268,v_0nz_EGEX8J,"BW Wirtz, WM Müller - Public Management Review, 2019 - Taylor & Francis","… Having its roots back in the 1950s, recent developments in the field of computer science and algorithms have put artificial intelligence (AI) and its issues back into the focus of applied …",130,"https://scholar.google.com/scholar?cites=9156107153053318591&as_sdt=4000005&sciodt=0,18&hl=en&num=20",9156107153053318591,5.0,"https://scholar.google.com/scholar?cluster=9156107153053318591&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",9156107153053318591,PDF,providencepointcommunity.com,https://www.providencepointcommunity.com/files/2012/10/June-2015-Newsletter.pdf
22,2,3,,"Birth of industry 5.0: Making sense of big data with artificial intelligence,“the internet of things” and next-generation technology policy",https://www.liebertpub.com/doi/abs/10.1089/omi.2017.0194,eT8HT5J0ONoJ,"V Özdemir, N Hekim - Omics: a journal of integrative biology, 2018 - liebertpub.com",Driverless cars with artificial intelligence (AI) and automated supermarkets run by collaborative robots (cobots) working without human supervision have sparked off new debates: what …,390,"https://scholar.google.com/scholar?cites=15724446270704009081&as_sdt=4000005&sciodt=0,18&hl=en&num=20",15724446270704009081,6.0,"https://scholar.google.com/scholar?cluster=15724446270704009081&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",15724446270704009081,PDF,liebertpub.com,https://www.liebertpub.com/doi/pdf/10.1089/omi.2017.0194
23,2,4,,Artificial intelligence and life in 2030: the one hundred year study on artificial intelligence,https://arxiv.org/abs/2211.06318,6BG1Dt7J-g4J,"P Stone, R Brooks, E Brynjolfsson, R Calo… - arXiv preprint arXiv …, 2022 - arxiv.org","… This section describes how researchers and practitioners define “Artificial Intelligence,” and the areas of AI research and application that are currently thriving. It proffers definitions of …",450,"https://scholar.google.com/scholar?cites=1079397016275325416&as_sdt=4000005&sciodt=0,18&hl=en&num=20",1079397016275325416,10.0,"https://scholar.google.com/scholar?cluster=1079397016275325416&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",1079397016275325416,PDF,arxiv.org,https://arxiv.org/pdf/2211.06318
24,2,5,,Artificial intelligence in health care: a report from the National Academy of Medicine,https://jamanetwork.com/journals/jama/article-abstract/2757958,rcnD8OMig14J,"ME Matheny, D Whicher, ST Israni - Jama, 2020 - jamanetwork.com","… The promise of artificial intelligence (AI) in health care offers substantial opportunities to improve patient and clinical team outcomes, reduce costs, and influence population health. …",208,"https://scholar.google.com/scholar?cites=6810325423906605485&as_sdt=4000005&sciodt=0,18&hl=en&num=20",6810325423906605485,5.0,"https://scholar.google.com/scholar?cluster=6810325423906605485&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",6810325423906605485,,,
25,2,6,Html,"Artificial intelligence, machine learning and health systems",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6199467/,5DGDjV2FWfUJ,"T Panch, P Szolovits, R Atun - Journal of global health, 2018 - ncbi.nlm.nih.gov","… Machine learning, the most tangible manifestation of artificial intelligence (AI) – and the newest growth area in digital technology – holds the promise of achieving more with less, and …",361,"https://scholar.google.com/scholar?cites=17679308449072230884&as_sdt=4000005&sciodt=0,18&hl=en&num=20",17679308449072230884,13.0,"https://scholar.google.com/scholar?cluster=17679308449072230884&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",17679308449072230884,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6199467/
26,2,7,,Artificial intelligence in education: Challenges and opportunities for sustainable development,http://repositorio.minedu.gob.pe/handle/20.500.12799/6533,vDQAY0Gs9PAJ,"F Pedro, M Subosa, A Rivas, P Valverde - 2019 - repositorio.minedu.gob.pe","… The objective is to reveal the power of digital competencies that can analyse, use and decode Artificial Intelligence as a powerful technology, to which we must necessarily think in a …",251,"https://scholar.google.com/scholar?cites=17362691860253914300&as_sdt=4000005&sciodt=0,18&hl=en&num=20",17362691860253914300,12.0,"https://scholar.google.com/scholar?cluster=17362691860253914300&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",17362691860253914300,PDF,minedu.gob.pe,http://repositorio.minedu.gob.pe/bitstream/handle/20.500.12799/6533/Artificial%20intelligence%20in%20education%20challenges%20and%20opportunities%20for%20sustainable%20development.pdf
27,2,8,,"Artificial intelligence, finance, and the law",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/flr88&section=21,vlmvd0_SAmwJ,"TCW Lin - Fordham L. Rev., 2019 - HeinOnline","… by artificial intelligence in finance … artificial intelligence, it also presents serious risks and limitations. This Article offers a study of those risks and limitations-the ways artificial intelligence …",79,"https://scholar.google.com/scholar?cites=7783014344801868222&as_sdt=4000005&sciodt=0,18&hl=en&num=20",7783014344801868222,5.0,"https://scholar.google.com/scholar?cluster=7783014344801868222&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",7783014344801868222,PDF,fordham.edu,https://ir.lawnet.fordham.edu/cgi/viewcontent.cgi?article=5630&context=flr
28,2,9,,"Demystifying the Draft EU Artificial Intelligence Act—Analysing the good, the bad, and the unclear elements of the proposed approach",https://www.degruyter.com/document/doi/10.9785/cri-2021-220402/html,x5Uyr1Y23jIJ,"M Veale, F Zuiderveen Borgesius - Computer Law Review …, 2021 - degruyter.com","… 1 On 21 April 2021, the European Commission presented a proposal for a Regulation concerning artificial intelligence (AI), – the AI Act, for short.This Draft AI Act seeks to lay down har…",172,"https://scholar.google.com/scholar?cites=3665426892660577735&as_sdt=4000005&sciodt=0,18&hl=en&num=20",3665426892660577735,12.0,"https://scholar.google.com/scholar?cluster=3665426892660577735&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",3665426892660577735,PDF,arxiv.org,https://arxiv.org/pdf/2107.03721
29,2,10,Book,For a meaningful artificial intelligence: Towards a French and European strategy,https://books.google.com/books?hl=en&lr=&id=9cVUDwAAQBAJ&oi=fnd&pg=PA3&dq=%22data+science%22+OR+%22artificial+intelligence%22+OR+%22machine+learning%22+OR+%22cognitive+intelligence%22+AND+%22public+policy%22+OR+%22government%22+OR+%22policy%22+OR+%22public+sector%22+OR+%22public+digital+services%22+OR+%22government+innovation%22+OR+%22digital+government%22+OR+%22artificial+&ots=WAn4B--XFK&sig=jzIne9LLuB26FI52RQUeQDK9q4E,bTFT7KW_WLYJ,"C Villani, Y Bonnet, B Rondepierre - 2018 - books.google.com","… in the 1980s, I first discovered artificial intelligence—AI—by … the impact of artificial intelligence, which yielded very few … task force on the artificial intelligence strategy for France and …",164,"https://scholar.google.com/scholar?cites=13139462632208806253&as_sdt=4000005&sciodt=0,18&hl=en&num=20",13139462632208806253,11.0,"https://scholar.google.com/scholar?cluster=13139462632208806253&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",13139462632208806253,HTML,google.com,https://books.google.com/books?hl=en&lr=&id=9cVUDwAAQBAJ&oi=fnd&pg=PA3&dq=%22data+science%22+OR+%22artificial+intelligence%22+OR+%22machine+learning%22+OR+%22cognitive+intelligence%22+AND+%22public+policy%22+OR+%22government%22+OR+%22policy%22+OR+%22public+sector%22+OR+%22public+digital+services%22+OR+%22government+innovation%22+OR+%22digital+government%22+OR+%22artificial+&ots=WAn4B--XFK&sig=jzIne9LLuB26FI52RQUeQDK9q4E
30,2,11,Pdf,"Artificial intelligence in health care: The hope, the hype, the promise, the peril",https://ehealthresearch.no/files/documents/Rapporter/Andre/2019-12-AI-in-Health-Care.pdf,zYXwXKg--ZwJ,"M Matheny, ST Israni, M Ahmed… - … , DC: National Academy …, 2019 - ehealthresearch.no","… Over the life of the collaborative, the extraordinary preventive and clinical medical care implications of rapid innovations in artificial intelligence (AI) and machine learning emerged as …",222,"https://scholar.google.com/scholar?cites=11311140831952405965&as_sdt=4000005&sciodt=0,18&hl=en&num=20",11311140831952405965,3.0,"https://scholar.google.com/scholar?cluster=11311140831952405965&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",11311140831952405965,PDF,ehealthresearch.no,https://ehealthresearch.no/files/documents/Rapporter/Andre/2019-12-AI-in-Health-Care.pdf
31,2,12,Html,Creating public value through smart technologies and strategies: From digital services to artificial intelligence and beyond,https://www.emerald.com/insight/content/doi/10.1108/IJPSM-07-2019-0178/full/html,iIDe7r9wDyAJ,"JI Criado, JR Gil-Garcia - International Journal of Public Sector …, 2019 - emerald.com",Purpose The purpose of this paper is to introduce the special issue about generation of public value through smart technologies and strategies. The key argument is that smart …,145,"https://scholar.google.com/scholar?cites=2310189103512977544&as_sdt=4000005&sciodt=0,18&hl=en&num=20",2310189103512977544,7.0,"https://scholar.google.com/scholar?cluster=2310189103512977544&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",2310189103512977544,HTML,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/IJPSM-07-2019-0178/full/html
32,2,13,Html,How artificial intelligence is transforming the world,http://www.cemas.org.uk/index.php/17-content/publications/2009-how-artificial-intelligence-is-transforming-the-world,RMtMj9TQF7gJ,"DM West, JR Allen - Report. April, 2018 - cemas.org.uk","… Most people are not very familiar with the concept of artificial intelligence (AI). As an illustration, when 1,500 senior business leaders in the United States in 2017 were asked about AI, …",179,"https://scholar.google.com/scholar?cites=13265300838798904132&as_sdt=4000005&sciodt=0,18&hl=en&num=20",13265300838798904132,,{},{},HTML,cemas.org.uk,http://www.cemas.org.uk/index.php/17-content/publications/2009-how-artificial-intelligence-is-transforming-the-world
33,2,14,,Applications of artificial intelligence and machine learning in smart cities,https://www.sciencedirect.com/science/article/pii/S0140366419320821,l1UtUNRQwDgJ,"Z Ullah, F Al-Turjman, L Mostarda… - Computer Communications, 2020 - Elsevier","… role in policy design, decision, implementation, and ultimate productive services. The primary objective of this review is to explore the role of artificial intelligence (AI), machine learning (…",342,"https://scholar.google.com/scholar?cites=4089357334460847511&as_sdt=4000005&sciodt=0,18&hl=en&num=20",4089357334460847511,2.0,"https://scholar.google.com/scholar?cluster=4089357334460847511&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",4089357334460847511,PDF,researchgate.net,https://www.researchgate.net/profile/Zaib-Ullah-3/publication/339620997_Applications_of_Artificial_Intelligence_and_Machine_learning_in_smart_cities/links/6332b06b165ca2278776b65e/Applications-of-Artificial-Intelligence-and-Machine-learning-in-smart-cities.pdf
34,2,15,Pdf,Robustness and explainability of artificial intelligence,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC119336/dpad_report.pdf?ref=https://githubhelp.com,Hbsi9uHuPtgJ,"R Hamon, H Junklewitz… - … Office of the …, 2020 - publications.jrc.ec.europa.eu","… In the light of the recent advances in artificial intelligence (AI), the challenges posed by its use in an everincreasing number of areas have serious implications for EU citizens and …",113,"https://scholar.google.com/scholar?cites=15582154415013018397&as_sdt=4000005&sciodt=0,18&hl=en&num=20",15582154415013018397,4.0,"https://scholar.google.com/scholar?cluster=15582154415013018397&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",15582154415013018397,PDF,europa.eu,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC119336/dpad_report.pdf?ref=https://githubhelp.com
35,2,16,,Artificial intelligence and big data in entrepreneurship: a new era has begun,https://link.springer.com/article/10.1007/s11187-019-00202-4,7DRn-Vi-4aQJ,"M Obschonka, DB Audretsch - Small Business Economics, 2020 - Springer","… This essay and editorial for the special issue on artificial intelligence (AI), big data, and entrepreneurship is not an attempt to provide a complete overview and prospect of the scope and …",171,"https://scholar.google.com/scholar?cites=11880986581330769132&as_sdt=4000005&sciodt=0,18&hl=en&num=20",11880986581330769132,11.0,"https://scholar.google.com/scholar?cluster=11880986581330769132&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",11880986581330769132,PDF,arxiv.org,https://arxiv.org/pdf/1906.00553
36,2,17,Book,"The impact of artificial intelligence on learning, teaching, and education",http://repositorio.minedu.gob.pe/handle/20.500.12799/6021,gLkgvJblJ3cJ,T Ilkka - 2018 - repositorio.minedu.gob.pe,"… current state of the art in artificial intelligence (AI) and its potential impact for learning, teaching, and education. It provides conceptual foundations for well-informed policy-oriented work, …",146,"https://scholar.google.com/scholar?cites=8586083650169256320&as_sdt=4000005&sciodt=0,18&hl=en&num=20",8586083650169256320,15.0,"https://scholar.google.com/scholar?cluster=8586083650169256320&hl=en&num=20&as_sdt=0,18&as_ylo=2018&as_yhi=2023",8586083650169256320,PDF,minedu.gob.pe,"https://repositorio.minedu.gob.pe/bitstream/handle/20.500.12799/6021/The%20Impact%20of%20Artificial%20Intelligence%20on%20Learning,%20Teaching,%20and%20Education.pdf?sequence=1"
